sample_id,source_image_id,selected_instance_index,source_annotation_id,source_category_id,source_category_name,split,class_id,class_name,num_boxes,crop_size,source_width,source_height,selected_instance_bbox_width,selected_instance_bbox_height,small_box_filter_rule,random_offset_expected,context_variability_expected,mask_expected,derived_artifact_relpath,annotation_relpath,filter_stage,notes
000000112269_inst0001_crop_384_131,000000112269,1,,,potted plant,train,0,potted_plant,2,256x256,640,427,57.08,140.37,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000112363_inst0000_crop_373_97,000000112363,0,,,potted plant,train,0,potted_plant,1,256x256,640,426,21.17,34.37,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000112568_inst0000_crop_384_178,000000112568,0,,,potted plant,train,0,potted_plant,2,256x256,640,480,81.66,110.77,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000112568_inst0001_crop_383_160,000000112568,1,,,potted plant,train,0,potted_plant,2,256x256,640,480,39.31,59.07,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000112882_inst0000_crop_383_93,000000112882,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,109.74,143.41,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113032_inst0000_crop_131_145,000000113032,0,,,potted plant,train,0,potted_plant,1,256x256,640,427,74.63,104.3,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113315_inst0000_crop_233_60,000000113315,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,52.11,59.81,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113315_inst0001_crop_384_40,000000113315,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,47.31,73.73,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113700_inst0000_crop_5_0,000000113700,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,92.76,160.72,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113772_inst0000_crop_10_92,000000113772,0,,,potted plant,train,0,potted_plant,1,256x256,640,427,164.93,108.06,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000113985_inst0000_crop_361_125,000000113985,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,46.51,44.94,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114152_inst0000_crop_381_175,000000114152,0,,,potted plant,train,0,potted_plant,2,256x256,640,480,164.13,243.62,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114169_inst0000_crop_348_10,000000114169,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,89.8,155.62,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114174_inst0000_crop_193_75,000000114174,0,,,potted plant,train,0,potted_plant,1,256x256,640,393,37.32,103.08,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114219_inst0000_crop_50_23,000000114219,0,,,potted plant,train,0,potted_plant,1,256x256,500,375,166.01,192.97,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114240_inst0000_crop_244_153,000000114240,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,49.88,60.14,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114240_inst0001_crop_25_117,000000114240,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,85.66,169.86,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114256_inst0000_crop_360_46,000000114256,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,49.05,91.3,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114392_inst0000_crop_211_222,000000114392,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,229.75,172.58,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114510_inst0000_crop_140_69,000000114510,0,,,potted plant,train,0,potted_plant,2,256x256,428,640,18.52,34.7,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000114510_inst0001_crop_145_98,000000114510,1,,,potted plant,train,0,potted_plant,2,256x256,428,640,28.49,129.28,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115056_inst0000_crop_94_0,000000115056,0,,,potted plant,train,0,potted_plant,2,256x256,640,427,163.0,232.67,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115056_inst0001_crop_2_0,000000115056,1,,,potted plant,train,0,potted_plant,2,256x256,640,427,128.87,187.54,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115056_inst0002_crop_303_69,000000115056,2,,,potted plant,train,0,potted_plant,1,256x256,640,427,68.28,199.07,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0000_crop_272_122,000000115359,0,,,potted plant,train,0,potted_plant,8,256x256,640,480,66.38,102.59,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0001_crop_351_194,000000115359,1,,,potted plant,train,0,potted_plant,4,256x256,640,480,54.46,99.07,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0002_crop_105_195,000000115359,2,,,potted plant,train,0,potted_plant,10,256x256,640,480,44.52,56.85,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0003_crop_181_216,000000115359,3,,,potted plant,train,0,potted_plant,9,256x256,640,480,69.19,135.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0004_crop_249_152,000000115359,4,,,potted plant,train,0,potted_plant,10,256x256,640,480,32.05,56.03,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0005_crop_24_164,000000115359,5,,,potted plant,train,0,potted_plant,7,256x256,640,480,92.52,157.84,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0006_crop_218_153,000000115359,6,,,potted plant,train,0,potted_plant,10,256x256,640,480,26.91,38.75,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0007_crop_147_179,000000115359,7,,,potted plant,train,0,potted_plant,10,256x256,640,480,52.37,59.98,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0008_crop_341_136,000000115359,8,,,potted plant,train,0,potted_plant,4,256x256,640,480,103.86,115.73,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0009_crop_16_180,000000115359,9,,,potted plant,train,0,potted_plant,6,256x256,640,480,39.58,46.42,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0010_crop_53_195,000000115359,10,,,potted plant,train,0,potted_plant,9,256x256,640,480,82.13,68.92,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0011_crop_264_104,000000115359,11,,,potted plant,train,0,potted_plant,9,256x256,640,480,17.95,41.34,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115359_inst0012_crop_219_217,000000115359,12,,,potted plant,train,0,potted_plant,10,256x256,640,480,21.02,34.01,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0000_crop_309_156,000000115404,0,,,potted plant,train,0,potted_plant,4,256x256,640,425,21.37,44.35,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0001_crop_188_91,000000115404,1,,,potted plant,train,0,potted_plant,4,256x256,640,425,19.89,27.93,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0002_crop_74_168,000000115404,2,,,potted plant,train,0,potted_plant,4,256x256,640,425,24.56,24.24,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0003_crop_31_168,000000115404,3,,,potted plant,train,0,potted_plant,5,256x256,640,425,23.59,29.74,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0004_crop_22_106,000000115404,4,,,potted plant,train,0,potted_plant,4,256x256,640,425,22.65,33.46,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0005_crop_82_101,000000115404,5,,,potted plant,train,0,potted_plant,5,256x256,640,425,35.42,44.03,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0006_crop_336_159,000000115404,6,,,potted plant,train,0,potted_plant,5,256x256,640,425,14.71,23.96,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0007_crop_270_161,000000115404,7,,,potted plant,train,0,potted_plant,5,256x256,640,425,23.28,32.84,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0008_crop_360_121,000000115404,8,,,potted plant,train,0,potted_plant,4,256x256,640,425,17.72,37.73,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115404_inst0009_crop_348_81,000000115404,9,,,potted plant,train,0,potted_plant,5,256x256,640,425,12.32,18.47,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0000_crop_383_115,000000115902,0,,,potted plant,train,0,potted_plant,3,256x256,640,480,109.77,121.61,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0001_crop_66_96,000000115902,1,,,potted plant,train,0,potted_plant,4,256x256,640,480,27.37,21.55,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0002_crop_194_194,000000115902,2,,,potted plant,train,0,potted_plant,4,256x256,640,480,84.99,45.24,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0003_crop_309_137,000000115902,3,,,potted plant,train,0,potted_plant,4,256x256,640,480,80.87,109.82,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0004_crop_319_154,000000115902,4,,,potted plant,train,0,potted_plant,4,256x256,640,480,79.04,54.23,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0005_crop_100_174,000000115902,5,,,potted plant,train,0,potted_plant,5,256x256,640,480,97.88,51.01,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115902_inst0006_crop_64_75,000000115902,6,,,potted plant,train,0,potted_plant,4,256x256,640,480,49.8,36.58,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000115942_inst0000_crop_308_72,000000115942,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,73.05,88.2,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116006_inst0000_crop_384_52,000000116006,0,,,potted plant,train,0,potted_plant,1,256x256,640,427,48.06,74.07,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116380_inst0000_crop_147_244,000000116380,0,,,potted plant,train,0,potted_plant,1,256x256,403,500,60.49,66.66,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116588_inst0000_crop_79_139,000000116588,0,,,potted plant,train,0,potted_plant,1,256x256,640,425,99.1,114.35,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0000_crop_107_380,000000116851,0,,,potted plant,train,0,potted_plant,5,256x256,424,640,134.41,77.57,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0001_crop_112_239,000000116851,1,,,potted plant,train,0,potted_plant,4,256x256,424,640,17.69,23.17,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0002_crop_168_337,000000116851,2,,,potted plant,train,0,potted_plant,5,256x256,424,640,33.82,106.75,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0003_crop_118_373,000000116851,3,,,potted plant,train,0,potted_plant,5,256x256,424,640,127.46,91.66,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0004_crop_44_298,000000116851,4,,,potted plant,train,0,potted_plant,5,256x256,424,640,22.58,19.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000116851_inst0005_crop_24_267,000000116851,5,,,potted plant,train,0,potted_plant,4,256x256,424,640,19.77,25.92,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117283_inst0000_crop_384_81,000000117283,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,39.31,42.72,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117400_inst0000_crop_17_38,000000117400,0,,,potted plant,train,0,potted_plant,3,256x256,480,640,15.22,18.64,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117400_inst0001_crop_11_14,000000117400,1,,,potted plant,train,0,potted_plant,3,256x256,480,640,17.14,15.61,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117400_inst0002_crop_5_21,000000117400,2,,,potted plant,train,0,potted_plant,3,256x256,480,640,36.24,26.17,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117530_inst0000_crop_111_6,000000117530,0,,,potted plant,train,0,potted_plant,2,256x256,640,480,211.3,91.44,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117530_inst0001_crop_21_94,000000117530,1,,,potted plant,train,0,potted_plant,2,256x256,640,480,84.68,70.46,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117563_inst0000_crop_15_153,000000117563,0,,,potted plant,train,0,potted_plant,3,256x256,640,426,55.26,54.16,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117563_inst0001_crop_5_159,000000117563,1,,,potted plant,train,0,potted_plant,3,256x256,640,426,46.22,63.86,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117563_inst0002_crop_0_127,000000117563,2,,,potted plant,train,0,potted_plant,3,256x256,640,426,27.07,37.5,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117721_inst0000_crop_143_109,000000117721,0,,,potted plant,train,0,potted_plant,3,256x256,640,529,26.33,24.74,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117721_inst0001_crop_118_59,000000117721,1,,,potted plant,train,0,potted_plant,3,256x256,640,529,24.73,38.27,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000117721_inst0002_crop_234_103,000000117721,2,,,potted plant,train,0,potted_plant,2,256x256,640,529,32.44,30.99,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118173_inst0000_crop_133_131,000000118173,0,,,potted plant,train,0,potted_plant,1,256x256,427,640,80.64,59.33,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0000_crop_102_81,000000118249,0,,,potted plant,train,0,potted_plant,6,256x256,640,425,18.24,89.27,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0001_crop_110_50,000000118249,1,,,potted plant,train,0,potted_plant,4,256x256,640,425,26.14,55.51,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0002_crop_43_78,000000118249,2,,,potted plant,train,0,potted_plant,6,256x256,640,425,28.27,95.2,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0003_crop_25_57,000000118249,3,,,potted plant,train,0,potted_plant,4,256x256,640,425,44.79,85.78,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0004_crop_75_109,000000118249,4,,,potted plant,train,0,potted_plant,6,256x256,640,425,13.94,31.19,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118249_inst0005_crop_189_149,000000118249,5,,,potted plant,train,0,potted_plant,4,256x256,640,425,150.76,80.84,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118605_inst0000_crop_0_2,000000118605,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,243.95,255.43,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118870_inst0000_crop_0_113,000000118870,0,,,potted plant,train,0,potted_plant,5,256x256,640,427,67.95,110.14,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118870_inst0001_crop_147_26,000000118870,1,,,potted plant,train,0,potted_plant,2,256x256,640,427,28.98,38.21,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118870_inst0002_crop_204_68,000000118870,2,,,potted plant,train,0,potted_plant,1,256x256,640,427,47.15,73.95,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118870_inst0004_crop_23_93,000000118870,4,,,potted plant,train,0,potted_plant,5,256x256,640,427,34.7,30.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118966_inst0000_crop_20_0,000000118966,0,,,potted plant,train,0,potted_plant,1,256x256,500,364,120.52,188.1,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000118974_inst0000_crop_29_1,000000118974,0,,,potted plant,train,0,potted_plant,1,256x256,480,640,173.36,109.79,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119101_inst0000_crop_129_62,000000119101,0,,,potted plant,train,0,potted_plant,1,256x256,500,333,30.89,60.67,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119207_inst0000_crop_374_2,000000119207,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,104.23,120.26,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119488_inst0000_crop_137_128,000000119488,0,,,potted plant,train,0,potted_plant,1,256x256,640,425,86.52,143.57,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119755_inst0000_crop_351_156,000000119755,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,22.17,35.2,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119761_inst0000_crop_255_121,000000119761,0,,,potted plant,train,0,potted_plant,1,256x256,640,426,61.64,46.4,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119808_inst0000_crop_223_334,000000119808,0,,,potted plant,train,0,potted_plant,3,256x256,630,640,75.27,58.31,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119808_inst0001_crop_364_333,000000119808,1,,,potted plant,train,0,potted_plant,3,256x256,630,640,52.18,23.29,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119808_inst0002_crop_335_323,000000119808,2,,,potted plant,train,0,potted_plant,3,256x256,630,640,57.16,108.44,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119916_inst0000_crop_38_219,000000119916,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,104.24,213.92,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000119916_inst0001_crop_240_200,000000119916,1,,,potted plant,train,0,potted_plant,1,256x256,640,480,24.28,148.19,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120380_inst0000_crop_0_134,000000120380,0,,,potted plant,train,0,potted_plant,1,256x256,640,640,128.0,172.58,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120466_inst0000_crop_143_181,000000120466,0,,,potted plant,train,0,potted_plant,1,256x256,426,640,70.47,89.02,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120535_inst0000_crop_353_14,000000120535,0,,,potted plant,train,0,potted_plant,2,256x256,640,360,22.58,31.2,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120535_inst0001_crop_135_70,000000120535,1,,,potted plant,train,0,potted_plant,2,256x256,640,360,40.28,42.24,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120535_inst0002_crop_5_18,000000120535,2,,,potted plant,train,0,potted_plant,2,256x256,640,360,20.69,35.25,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120535_inst0003_crop_330_86,000000120535,3,,,potted plant,train,0,potted_plant,3,256x256,640,360,34.66,32.4,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120535_inst0004_crop_107_57,000000120535,4,,,potted plant,train,0,potted_plant,2,256x256,640,360,48.26,37.82,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0000_crop_342_149,000000120743,0,,,potted plant,train,0,potted_plant,3,256x256,640,480,35.06,41.13,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0001_crop_235_86,000000120743,1,,,potted plant,train,0,potted_plant,6,256x256,640,480,35.2,46.94,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0002_crop_210_169,000000120743,2,,,potted plant,train,0,potted_plant,6,256x256,640,480,25.2,32.72,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0003_crop_193_177,000000120743,3,,,potted plant,train,0,potted_plant,5,256x256,640,480,25.7,31.47,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0004_crop_264_165,000000120743,4,,,potted plant,train,0,potted_plant,5,256x256,640,480,18.17,44.82,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0005_crop_44_142,000000120743,5,,,potted plant,train,0,potted_plant,4,256x256,640,480,19.99,20.87,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120743_inst0006_crop_42_62,000000120743,6,,,potted plant,train,0,potted_plant,9,256x256,640,480,46.45,70.01,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120745_inst0000_crop_368_17,000000120745,0,,,potted plant,train,0,potted_plant,1,256x256,640,480,15.48,46.08,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
000000120745_inst0001_crop_23_40,000000120745,1,,,potted plant,train,0,potted_plant,2,256x256,640,480,13.21,17.98,"min_w>=12,min_h>=12",yes,yes,no,,,post_stage_02_cropped_yolo,Public metadata record generated from local cropped YOLO subset
