"sample_id","image_relpath","annotation_relpath","mask_relpath","split","class_id","class_name","num_boxes","released_width","released_height","annotation_format","notes"
"91343852333187202465867492905011376532230776794-25_298_171_2","Train_Data/images/train/91343852333187202465867492905011376532230776794-25_298_171_2.jpg","Train_Data/labels/train/91343852333187202465867492905011376532230776794-25_298_171_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202470819253062152898357011301327-0_250_245_2","Train_Data/images/train/91343852333187202470819253062152898357011301327-0_250_245_2.jpg","Train_Data/labels/train/91343852333187202470819253062152898357011301327-0_250_245_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202475771013219294420159125192318-0_247_209_1","Train_Data/images/train/91343852333187202475771013219294420159125192318-0_247_209_1.jpg","Train_Data/labels/train/91343852333187202475771013219294420159125192318-0_247_209_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202475771013219294420159125192318-25_219_293_2","Train_Data/images/train/91343852333187202475771013219294420159125192318-25_219_293_2.jpg","Train_Data/labels/train/91343852333187202475771013219294420159125192318-25_219_293_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202475771013219294420159125192318-25_227_280_0","Train_Data/images/train/91343852333187202475771013219294420159125192318-25_227_280_0.jpg","Train_Data/labels/train/91343852333187202475771013219294420159125192318-25_227_280_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202480722773376435941995723521292-0_217_174_1","Train_Data/images/train/91343852333187202480722773376435941995723521292-0_217_174_1.jpg","Train_Data/labels/train/91343852333187202480722773376435941995723521292-0_217_174_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202480722773376435941995723521292-0_243_210_0","Train_Data/images/train/91343852333187202480722773376435941995723521292-0_243_210_0.jpg","Train_Data/labels/train/91343852333187202480722773376435941995723521292-0_243_210_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202480722773376435941995723521292-25_227_235_0","Train_Data/images/train/91343852333187202480722773376435941995723521292-25_227_235_0.jpg","Train_Data/labels/train/91343852333187202480722773376435941995723521292-25_227_235_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202480722773376435941995723521292-25_272_298_1","Train_Data/images/train/91343852333187202480722773376435941995723521292-25_272_298_1.jpg","Train_Data/labels/train/91343852333187202480722773376435941995723521292-25_272_298_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202480722773376435941995723521292-25_274_170_2","Train_Data/images/train/91343852333187202480722773376435941995723521292-25_274_170_2.jpg","Train_Data/labels/train/91343852333187202480722773376435941995723521292-25_274_170_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202485674533533577463806126498747-0_225_242_1","Train_Data/images/train/91343852333187202485674533533577463806126498747-0_225_242_1.jpg","Train_Data/labels/train/91343852333187202485674533533577463806126498747-0_225_242_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202485674533533577463806126498747-0_281_171_2","Train_Data/images/train/91343852333187202485674533533577463806126498747-0_281_171_2.jpg","Train_Data/labels/train/91343852333187202485674533533577463806126498747-0_281_171_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202485674533533577463806126498747-25_216_299_2","Train_Data/images/train/91343852333187202485674533533577463806126498747-25_216_299_2.jpg","Train_Data/labels/train/91343852333187202485674533533577463806126498747-25_216_299_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202485674533533577463806126498747-25_217_189_1","Train_Data/images/train/91343852333187202485674533533577463806126498747-25_217_189_1.jpg","Train_Data/labels/train/91343852333187202485674533533577463806126498747-25_217_189_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202485674533533577463806126498747-25_276_304_0","Train_Data/images/train/91343852333187202485674533533577463806126498747-25_276_304_0.jpg","Train_Data/labels/train/91343852333187202485674533533577463806126498747-25_276_304_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-0_236_265_1","Train_Data/images/train/91343852333187202490626293690718985602638950085-0_236_265_1.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-0_236_265_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-0_253_275_2","Train_Data/images/train/91343852333187202490626293690718985602638950085-0_253_275_2.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-0_253_275_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-0_289_190_0","Train_Data/images/train/91343852333187202490626293690718985602638950085-0_289_190_0.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-0_289_190_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-25_254_189_0","Train_Data/images/train/91343852333187202490626293690718985602638950085-25_254_189_0.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-25_254_189_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-25_273_212_2","Train_Data/images/train/91343852333187202490626293690718985602638950085-25_273_212_2.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-25_273_212_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202490626293690718985602638950085-25_296_304_1","Train_Data/images/train/91343852333187202490626293690718985602638950085-25_296_304_1.jpg","Train_Data/labels/train/91343852333187202490626293690718985602638950085-25_296_304_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202495578053847860507411748807753-0_256_269_0","Train_Data/images/train/91343852333187202495578053847860507411748807753-0_256_269_0.jpg","Train_Data/labels/train/91343852333187202495578053847860507411748807753-0_256_269_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202495578053847860507411748807753-0_256_273_2","Train_Data/images/train/91343852333187202495578053847860507411748807753-0_256_273_2.jpg","Train_Data/labels/train/91343852333187202495578053847860507411748807753-0_256_273_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202495578053847860507411748807753-0_262_174_1","Train_Data/images/train/91343852333187202495578053847860507411748807753-0_262_174_1.jpg","Train_Data/labels/train/91343852333187202495578053847860507411748807753-0_262_174_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202495578053847860507411748807753-25_239_170_2","Train_Data/images/train/91343852333187202495578053847860507411748807753-25_239_170_2.jpg","Train_Data/labels/train/91343852333187202495578053847860507411748807753-25_239_170_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202495578053847860507411748807753-25_265_307_1","Train_Data/images/train/91343852333187202495578053847860507411748807753-25_265_307_1.jpg","Train_Data/labels/train/91343852333187202495578053847860507411748807753-25_265_307_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202500529814005002029212215403351-25_231_308_2","Train_Data/images/train/91343852333187202500529814005002029212215403351-25_231_308_2.jpg","Train_Data/labels/train/91343852333187202500529814005002029212215403351-25_231_308_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202500529814005002029212215403351-25_238_312_0","Train_Data/images/train/91343852333187202500529814005002029212215403351-25_238_312_0.jpg","Train_Data/labels/train/91343852333187202500529814005002029212215403351-25_238_312_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187202500529814005002029212215403351-25_243_273_1","Train_Data/images/train/91343852333187202500529814005002029212215403351-25_243_273_1.jpg","Train_Data/labels/train/91343852333187202500529814005002029212215403351-25_243_273_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187212602120534573516304738110277968-25_329_57_1","Train_Data/images/train/91343852333187212602120534573516304738110277968-25_329_57_1.jpg","Train_Data/labels/train/91343852333187212602120534573516304738110277968-25_329_57_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187212602120534573516304738110277968-25_332_109_0","Train_Data/images/train/91343852333187212602120534573516304738110277968-25_332_109_0.jpg","Train_Data/labels/train/91343852333187212602120534573516304738110277968-25_332_109_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187266610968568516109407185251180119-0_165_0_2","Train_Data/images/train/91343852333187266610968568516109407185251180119-0_165_0_2.jpg","Train_Data/labels/train/91343852333187266610968568516109407185251180119-0_165_0_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187266610968568516109407185251180119-0_171_0_0","Train_Data/images/train/91343852333187266610968568516109407185251180119-0_171_0_0.jpg","Train_Data/labels/train/91343852333187266610968568516109407185251180119-0_171_0_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187266610968568516109407185251180119-0_176_0_1","Train_Data/images/train/91343852333187266610968568516109407185251180119-0_176_0_1.jpg","Train_Data/labels/train/91343852333187266610968568516109407185251180119-0_176_0_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187276098541029599264161005645432101-0_203_8_2","Train_Data/images/train/91343852333187276098541029599264161005645432101-0_203_8_2.jpg","Train_Data/labels/train/91343852333187276098541029599264161005645432101-0_203_8_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187276098541029599264161005645432101-0_236_5_1","Train_Data/images/train/91343852333187276098541029599264161005645432101-0_236_5_1.jpg","Train_Data/labels/train/91343852333187276098541029599264161005645432101-0_236_5_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187276098541029599264161005645432101-0_238_6_0","Train_Data/images/train/91343852333187276098541029599264161005645432101-0_238_6_0.jpg","Train_Data/labels/train/91343852333187276098541029599264161005645432101-0_238_6_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187295940243979265340504388867829414-25_174_0_1","Train_Data/images/train/91343852333187295940243979265340504388867829414-25_174_0_1.jpg","Train_Data/labels/train/91343852333187295940243979265340504388867829414-25_174_0_1.txt","","train","0","TrafficSigns","3","256","256","YOLO",""
"91343852333187295940243979265340504388867829414-25_183_0_3","Train_Data/images/train/91343852333187295940243979265340504388867829414-25_183_0_3.jpg","Train_Data/labels/train/91343852333187295940243979265340504388867829414-25_183_0_3.txt","","train","0","TrafficSigns","3","256","256","YOLO",""
"91343852333187295945195739422482026237034658797-0_98_2_2","Train_Data/images/train/91343852333187295945195739422482026237034658797-0_98_2_2.jpg","Train_Data/labels/train/91343852333187295945195739422482026237034658797-0_98_2_2.txt","","train","0","TrafficSigns","3","256","256","YOLO",""
"91343852333187298208150131236157516001435854589-0_128_0_1","Train_Data/images/train/91343852333187298208150131236157516001435854589-0_128_0_1.jpg","Train_Data/labels/train/91343852333187298208150131236157516001435854589-0_128_0_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187298208150131236157516001435854589-0_145_0_0","Train_Data/images/train/91343852333187298208150131236157516001435854589-0_145_0_0.jpg","Train_Data/labels/train/91343852333187298208150131236157516001435854589-0_145_0_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187329953884498670636770859597821562-0_310_205_0","Train_Data/images/train/91343852333187329953884498670636770859597821562-0_310_205_0.jpg","Train_Data/labels/train/91343852333187329953884498670636770859597821562-0_310_205_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187329958836258827778292671612688406-25_293_205_1","Train_Data/images/train/91343852333187329958836258827778292671612688406-25_293_205_1.jpg","Train_Data/labels/train/91343852333187329958836258827778292671612688406-25_293_205_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187355465352828263568691880819491889-25_267_10_2","Train_Data/images/train/91343852333187355465352828263568691880819491889-25_267_10_2.jpg","Train_Data/labels/train/91343852333187355465352828263568691880819491889-25_267_10_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187367626875774203331522414381524824-25_139_79_0","Train_Data/images/train/91343852333187367626875774203331522414381524824-25_139_79_0.jpg","Train_Data/labels/train/91343852333187367626875774203331522414381524824-25_139_79_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187367626875774203331522414381524824-25_193_43_2","Train_Data/images/train/91343852333187367626875774203331522414381524824-25_193_43_2.jpg","Train_Data/labels/train/91343852333187367626875774203331522414381524824-25_193_43_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419952125354717686848056479564081-0_329_310_1","Train_Data/images/train/91343852333187419952125354717686848056479564081-0_329_310_1.jpg","Train_Data/labels/train/91343852333187419952125354717686848056479564081-0_329_310_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419952125354717686848056479564081-0_370_287_2","Train_Data/images/train/91343852333187419952125354717686848056479564081-0_370_287_2.jpg","Train_Data/labels/train/91343852333187419952125354717686848056479564081-0_370_287_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419952125354717686848056479564081-25_284_326_2","Train_Data/images/train/91343852333187419952125354717686848056479564081-25_284_326_2.jpg","Train_Data/labels/train/91343852333187419952125354717686848056479564081-25_284_326_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419952125354717686848056479564081-25_352_265_0","Train_Data/images/train/91343852333187419952125354717686848056479564081-25_352_265_0.jpg","Train_Data/labels/train/91343852333187419952125354717686848056479564081-25_352_265_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419957077114874828369915618918339-0_246_309_2","Train_Data/images/train/91343852333187419957077114874828369915618918339-0_246_309_2.jpg","Train_Data/labels/train/91343852333187419957077114874828369915618918339-0_246_309_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419957077114874828369915618918339-0_333_257_0","Train_Data/images/train/91343852333187419957077114874828369915618918339-0_333_257_0.jpg","Train_Data/labels/train/91343852333187419957077114874828369915618918339-0_333_257_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187419957077114874828369915618918339-0_337_283_1","Train_Data/images/train/91343852333187419957077114874828369915618918339-0_337_283_1.jpg","Train_Data/labels/train/91343852333187419957077114874828369915618918339-0_337_283_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187439377880451184523344574495122405-0_373_65_1","Train_Data/images/train/91343852333187439377880451184523344574495122405-0_373_65_1.jpg","Train_Data/labels/train/91343852333187439377880451184523344574495122405-0_373_65_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187439377880451184523344574495122405-0_396_98_0","Train_Data/images/train/91343852333187439377880451184523344574495122405-0_396_98_0.jpg","Train_Data/labels/train/91343852333187439377880451184523344574495122405-0_396_98_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187485632272079042824533749432720723-25_265_200_2","Train_Data/images/train/91343852333187485632272079042824533749432720723-25_265_200_2.jpg","Train_Data/labels/train/91343852333187485632272079042824533749432720723-25_265_200_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187485632272079042824533749432720723-25_270_119_0","Train_Data/images/train/91343852333187485632272079042824533749432720723-25_270_119_0.jpg","Train_Data/labels/train/91343852333187485632272079042824533749432720723-25_270_119_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187488538955291284897730256370068720-25_145_154_0","Train_Data/images/train/91343852333187488538955291284897730256370068720-25_145_154_0.jpg","Train_Data/labels/train/91343852333187488538955291284897730256370068720-25_145_154_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187488538955291284897730256370068720-25_56_124_1","Train_Data/images/train/91343852333187488538955291284897730256370068720-25_56_124_1.jpg","Train_Data/labels/train/91343852333187488538955291284897730256370068720-25_56_124_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187552778139809881853133069174287812-25_56_3_1","Train_Data/images/train/91343852333187552778139809881853133069174287812-25_56_3_1.jpg","Train_Data/labels/train/91343852333187552778139809881853133069174287812-25_56_3_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187552783091570038994654285898648544-0_25_11_0","Train_Data/images/train/91343852333187552783091570038994654285898648544-0_25_11_0.jpg","Train_Data/labels/train/91343852333187552783091570038994654285898648544-0_25_11_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187552783091570038994654285898648544-0_28_0_1","Train_Data/images/train/91343852333187552783091570038994654285898648544-0_28_0_1.jpg","Train_Data/labels/train/91343852333187552783091570038994654285898648544-0_28_0_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187552783091570038994654285898648544-0_80_0_2","Train_Data/images/train/91343852333187552783091570038994654285898648544-0_80_0_2.jpg","Train_Data/labels/train/91343852333187552783091570038994654285898648544-0_80_0_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187612357718020608653544411780323727-25_106_85_2","Train_Data/images/train/91343852333187612357718020608653544411780323727-25_106_85_2.jpg","Train_Data/labels/train/91343852333187612357718020608653544411780323727-25_106_85_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187647193350726099260661333768354638-0_278_376_1","Train_Data/images/train/91343852333187647193350726099260661333768354638-0_278_376_1.jpg","Train_Data/labels/train/91343852333187647193350726099260661333768354638-0_278_376_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187647193350726099260661333768354638-0_313_272_2","Train_Data/images/train/91343852333187647193350726099260661333768354638-0_313_272_2.jpg","Train_Data/labels/train/91343852333187647193350726099260661333768354638-0_313_272_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187667980839865779382850571887439169-0_145_28_0","Train_Data/images/train/91343852333187667980839865779382850571887439169-0_145_28_0.jpg","Train_Data/labels/train/91343852333187667980839865779382850571887439169-0_145_28_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187667980839865779382850571887439169-0_158_26_1","Train_Data/images/train/91343852333187667980839865779382850571887439169-0_158_26_1.jpg","Train_Data/labels/train/91343852333187667980839865779382850571887439169-0_158_26_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187667980839865779382850571887439169-0_88_25_2","Train_Data/images/train/91343852333187667980839865779382850571887439169-0_88_25_2.jpg","Train_Data/labels/train/91343852333187667980839865779382850571887439169-0_88_25_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187689892378561130638361085496373874-25_211_23_0","Train_Data/images/train/91343852333187689892378561130638361085496373874-25_211_23_0.jpg","Train_Data/labels/train/91343852333187689892378561130638361085496373874-25_211_23_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187689892378561130638361085496373874-25_259_30_2","Train_Data/images/train/91343852333187689892378561130638361085496373874-25_259_30_2.jpg","Train_Data/labels/train/91343852333187689892378561130638361085496373874-25_259_30_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187689892378561130638361085496373874-25_259_4_1","Train_Data/images/train/91343852333187689892378561130638361085496373874-25_259_4_1.jpg","Train_Data/labels/train/91343852333187689892378561130638361085496373874-25_259_4_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187696814939260814485085968196129914-25_211_94_1","Train_Data/images/train/91343852333187696814939260814485085968196129914-25_211_94_1.jpg","Train_Data/labels/train/91343852333187696814939260814485085968196129914-25_211_94_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187696814939260814485085968196129914-25_250_122_0","Train_Data/images/train/91343852333187696814939260814485085968196129914-25_250_122_0.jpg","Train_Data/labels/train/91343852333187696814939260814485085968196129914-25_250_122_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187696814939260814485085968196129914-25_289_149_2","Train_Data/images/train/91343852333187696814939260814485085968196129914-25_289_149_2.jpg","Train_Data/labels/train/91343852333187696814939260814485085968196129914-25_289_149_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187701984576864870209963905425790728-0_213_0_0","Train_Data/images/train/91343852333187701984576864870209963905425790728-0_213_0_0.jpg","Train_Data/labels/train/91343852333187701984576864870209963905425790728-0_213_0_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187701984576864870209963905425790728-0_233_1_1","Train_Data/images/train/91343852333187701984576864870209963905425790728-0_233_1_1.jpg","Train_Data/labels/train/91343852333187701984576864870209963905425790728-0_233_1_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187701984576864870209963905425790728-0_297_9_2","Train_Data/images/train/91343852333187701984576864870209963905425790728-0_297_9_2.jpg","Train_Data/labels/train/91343852333187701984576864870209963905425790728-0_297_9_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187707372091915840208810634441371292-0_148_96_1","Train_Data/images/train/91343852333187707372091915840208810634441371292-0_148_96_1.jpg","Train_Data/labels/train/91343852333187707372091915840208810634441371292-0_148_96_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187707372091915840208810634441371292-0_194_15_0","Train_Data/images/train/91343852333187707372091915840208810634441371292-0_194_15_0.jpg","Train_Data/labels/train/91343852333187707372091915840208810634441371292-0_194_15_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187707372091915840208810634441371292-0_214_108_2","Train_Data/images/train/91343852333187707372091915840208810634441371292-0_214_108_2.jpg","Train_Data/labels/train/91343852333187707372091915840208810634441371292-0_214_108_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187729768903106591286585391832525060-0_113_0_1","Train_Data/images/train/91343852333187729768903106591286585391832525060-0_113_0_1.jpg","Train_Data/labels/train/91343852333187729768903106591286585391832525060-0_113_0_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187729768903106591286585391832525060-0_133_0_0","Train_Data/images/train/91343852333187729768903106591286585391832525060-0_133_0_0.jpg","Train_Data/labels/train/91343852333187729768903106591286585391832525060-0_133_0_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187729768903106591286585391832525060-0_79_0_2","Train_Data/images/train/91343852333187729768903106591286585391832525060-0_79_0_2.jpg","Train_Data/labels/train/91343852333187729768903106591286585391832525060-0_79_0_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187756780754763798309176875184233015-25_294_35_1","Train_Data/images/train/91343852333187756780754763798309176875184233015-25_294_35_1.jpg","Train_Data/labels/train/91343852333187756780754763798309176875184233015-25_294_35_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187756780754763798309176875184233015-25_314_22_2","Train_Data/images/train/91343852333187756780754763798309176875184233015-25_314_22_2.jpg","Train_Data/labels/train/91343852333187756780754763798309176875184233015-25_314_22_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187756780754763798309176875184233015-25_343_10_0","Train_Data/images/train/91343852333187756780754763798309176875184233015-25_343_10_0.jpg","Train_Data/labels/train/91343852333187756780754763798309176875184233015-25_343_10_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187758632713062569214816707092633241-0_245_56_0","Train_Data/images/train/91343852333187758632713062569214816707092633241-0_245_56_0.jpg","Train_Data/labels/train/91343852333187758632713062569214816707092633241-0_245_56_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187758632713062569214816707092633241-0_261_125_2","Train_Data/images/train/91343852333187758632713062569214816707092633241-0_261_125_2.jpg","Train_Data/labels/train/91343852333187758632713062569214816707092633241-0_261_125_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187776894804522107169213749951980703-25_268_150_0","Train_Data/images/train/91343852333187776894804522107169213749951980703-25_268_150_0.jpg","Train_Data/labels/train/91343852333187776894804522107169213749951980703-25_268_150_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187776924515083050018344860450066683-25_406_415_0","Train_Data/images/train/91343852333187776924515083050018344860450066683-25_406_415_0.jpg","Train_Data/labels/train/91343852333187776924515083050018344860450066683-25_406_415_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187776924515083050018344860450066683-25_411_417_2","Train_Data/images/train/91343852333187776924515083050018344860450066683-25_411_417_2.jpg","Train_Data/labels/train/91343852333187776924515083050018344860450066683-25_411_417_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187803802669216014190334170973215567-25_268_59_1","Train_Data/images/train/91343852333187803802669216014190334170973215567-25_268_59_1.jpg","Train_Data/labels/train/91343852333187803802669216014190334170973215567-25_268_59_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187803802669216014190334170973215567-25_300_40_0","Train_Data/images/train/91343852333187803802669216014190334170973215567-25_300_40_0.jpg","Train_Data/labels/train/91343852333187803802669216014190334170973215567-25_300_40_0.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187803802669216014190334170973215567-25_304_27_2","Train_Data/images/train/91343852333187803802669216014190334170973215567-25_304_27_2.jpg","Train_Data/labels/train/91343852333187803802669216014190334170973215567-25_304_27_2.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187803807620976171331855949445506755-25_270_0_1","Train_Data/images/train/91343852333187803807620976171331855949445506755-25_270_0_1.jpg","Train_Data/labels/train/91343852333187803807620976171331855949445506755-25_270_0_1.txt","","train","0","TrafficSigns","2","256","256","YOLO",""
"91343852333187811883941792469153153275451894962-25_759_294_0","Train_Data/images/train/91343852333187811883941792469153153275451894962-25_759_294_0.jpg","Train_Data/labels/train/91343852333187811883941792469153153275451894962-25_759_294_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187811883941792469153153275451894962-25_766_320_2","Train_Data/images/train/91343852333187811883941792469153153275451894962-25_766_320_2.jpg","Train_Data/labels/train/91343852333187811883941792469153153275451894962-25_766_320_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187813498215603697289266830272325697-25_128_0_1","Train_Data/images/train/91343852333187813498215603697289266830272325697-25_128_0_1.jpg","Train_Data/labels/train/91343852333187813498215603697289266830272325697-25_128_0_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187813498215603697289266830272325697-25_134_0_0","Train_Data/images/train/91343852333187813498215603697289266830272325697-25_134_0_0.jpg","Train_Data/labels/train/91343852333187813498215603697289266830272325697-25_134_0_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187813498215603697289266830272325697-25_167_0_2","Train_Data/images/train/91343852333187813498215603697289266830272325697-25_167_0_2.jpg","Train_Data/labels/train/91343852333187813498215603697289266830272325697-25_167_0_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187813503167363854430788650899191724-0_200_1_2","Train_Data/images/train/91343852333187813503167363854430788650899191724-0_200_1_2.jpg","Train_Data/labels/train/91343852333187813503167363854430788650899191724-0_200_1_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187813503167363854430788650899191724-0_206_0_0","Train_Data/images/train/91343852333187813503167363854430788650899191724-0_206_0_0.jpg","Train_Data/labels/train/91343852333187813503167363854430788650899191724-0_206_0_0.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187816043420324468053181925515028835-25_33_375_2","Train_Data/images/train/91343852333187816043420324468053181925515028835-25_33_375_2.jpg","Train_Data/labels/train/91343852333187816043420324468053181925515028835-25_33_375_2.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187816043420324468053181925515028835-25_56_394_1","Train_Data/images/train/91343852333187816043420324468053181925515028835-25_56_394_1.jpg","Train_Data/labels/train/91343852333187816043420324468053181925515028835-25_56_394_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
"91343852333187816048372084625194703782331430265-0_13_347_1","Train_Data/images/train/91343852333187816048372084625194703782331430265-0_13_347_1.jpg","Train_Data/labels/train/91343852333187816048372084625194703782331430265-0_13_347_1.txt","","train","0","TrafficSigns","1","256","256","YOLO",""
