dataset,sample_id,source_image_id,split,box_index,class_id,class_name,x_center,y_center,width,height,format,crop_size,notes
Cityscapes--Pedestrian,aachen_000045_000019_crop_1005,aachen_000045_000019,train,4,0,pedestrian,0.925781,0.650391,0.148438,0.378906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000045_000019_crop_1005,aachen_000045_000019,train,5,0,pedestrian,0.589844,0.519531,0.070312,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000045_000019_crop_1005,aachen_000045_000019,train,6,0,pedestrian,0.832031,0.550781,0.273438,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,0,0,pedestrian,0.134766,0.781250,0.136719,0.335938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,1,0,pedestrian,0.250000,0.755859,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,2,0,pedestrian,0.351562,0.761719,0.164062,0.398438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,3,0,pedestrian,0.285156,0.781250,0.156250,0.382812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,4,0,pedestrian,0.437500,0.775391,0.171875,0.417969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,5,0,pedestrian,0.898438,0.748047,0.203125,0.503906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,6,0,pedestrian,0.931641,0.732422,0.136719,0.535156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,7,0,pedestrian,0.968750,0.757812,0.062500,0.484375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000046_000019_crop_645,aachen_000046_000019,train,8,0,pedestrian,0.300781,0.757812,0.406250,0.335938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,0,0,pedestrian,0.695312,0.298828,0.062500,0.074219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,1,0,pedestrian,0.652344,0.326172,0.085938,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,2,0,pedestrian,0.533203,0.324219,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,3,0,pedestrian,0.412109,0.314453,0.105469,0.253906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,4,0,pedestrian,0.099609,0.367188,0.199219,0.539062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,5,0,pedestrian,0.240234,0.353516,0.246094,0.589844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,6,0,pedestrian,0.787109,0.328125,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,7,0,pedestrian,0.873047,0.316406,0.089844,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000048_000019_crop_716,aachen_000048_000019,train,8,0,pedestrian,0.996094,0.302734,0.007812,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,0,0,pedestrian,0.806641,0.685547,0.214844,0.527344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,1,0,pedestrian,0.484375,0.652344,0.117188,0.289062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,2,0,pedestrian,0.390625,0.634766,0.132812,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,3,0,pedestrian,0.640625,0.675781,0.210938,0.507812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,4,0,pedestrian,0.703125,0.494141,0.242188,0.105469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1273,aachen_000050_000019,train,5,0,pedestrian,0.439453,0.523438,0.128906,0.085938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,0,0,pedestrian,0.806641,0.455078,0.214844,0.527344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,1,0,pedestrian,0.484375,0.421875,0.117188,0.289062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,2,0,pedestrian,0.390625,0.404297,0.132812,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,3,0,pedestrian,0.640625,0.445312,0.210938,0.507812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,4,0,pedestrian,0.703125,0.263672,0.242188,0.105469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000050_000019_crop_1422,aachen_000050_000019,train,5,0,pedestrian,0.439453,0.292969,0.128906,0.085938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_1570,aachen_000051_000019,train,0,0,pedestrian,0.242188,0.771484,0.156250,0.378906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_1570,aachen_000051_000019,train,1,0,pedestrian,0.433594,0.759766,0.164062,0.402344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_1570,aachen_000051_000019,train,2,0,pedestrian,0.574219,0.746094,0.171875,0.414062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_1570,aachen_000051_000019,train,3,0,pedestrian,0.707031,0.755859,0.171875,0.410156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_1570,aachen_000051_000019,train,4,0,pedestrian,0.636719,0.677734,0.234375,0.230469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_3216,aachen_000051_000019,train,0,0,pedestrian,0.242188,0.541016,0.156250,0.378906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_3216,aachen_000051_000019,train,1,0,pedestrian,0.433594,0.529297,0.164062,0.402344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_3216,aachen_000051_000019,train,2,0,pedestrian,0.574219,0.515625,0.171875,0.414062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_3216,aachen_000051_000019,train,3,0,pedestrian,0.707031,0.525391,0.171875,0.410156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000051_000019_crop_3216,aachen_000051_000019,train,4,0,pedestrian,0.636719,0.447266,0.234375,0.230469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1571,aachen_000059_000019,train,0,0,pedestrian,0.367188,0.748047,0.070312,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1571,aachen_000059_000019,train,1,0,pedestrian,0.828125,0.792969,0.093750,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1571,aachen_000059_000019,train,2,0,pedestrian,0.277344,0.630859,0.046875,0.113281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1571,aachen_000059_000019,train,3,0,pedestrian,0.308594,0.673828,0.046875,0.105469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1571,aachen_000059_000019,train,4,0,pedestrian,0.570312,0.732422,0.070312,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1693,aachen_000059_000019,train,0,0,pedestrian,0.367188,0.517578,0.070312,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1693,aachen_000059_000019,train,1,0,pedestrian,0.828125,0.562500,0.093750,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1693,aachen_000059_000019,train,2,0,pedestrian,0.277344,0.400391,0.046875,0.113281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1693,aachen_000059_000019,train,3,0,pedestrian,0.308594,0.443359,0.046875,0.105469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000059_000019_crop_1693,aachen_000059_000019,train,4,0,pedestrian,0.570312,0.501953,0.070312,0.175781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,0,0,pedestrian,0.617188,0.623047,0.132812,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,1,0,pedestrian,0.687500,0.621094,0.148438,0.359375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,2,0,pedestrian,0.410156,0.603516,0.140625,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,3,0,pedestrian,0.447266,0.593750,0.160156,0.390625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,4,0,pedestrian,0.333984,0.605469,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,5,0,pedestrian,0.140625,0.597656,0.140625,0.343750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,6,0,pedestrian,0.382812,0.527344,0.179688,0.250000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_782,aachen_000064_000019,train,7,0,pedestrian,0.642578,0.548828,0.121094,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,0,0,pedestrian,0.617188,0.392578,0.132812,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,1,0,pedestrian,0.687500,0.390625,0.148438,0.359375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,2,0,pedestrian,0.410156,0.373047,0.140625,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,3,0,pedestrian,0.447266,0.363281,0.160156,0.390625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,4,0,pedestrian,0.333984,0.375000,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,5,0,pedestrian,0.140625,0.367188,0.140625,0.343750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,6,0,pedestrian,0.382812,0.296875,0.179688,0.250000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000064_000019_crop_896,aachen_000064_000019,train,7,0,pedestrian,0.642578,0.318359,0.121094,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,0,0,pedestrian,0.126953,0.556641,0.066406,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,1,0,pedestrian,0.175781,0.550781,0.085938,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,2,0,pedestrian,0.878906,0.625000,0.164062,0.398438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,3,0,pedestrian,0.697266,0.597656,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,4,0,pedestrian,0.753906,0.611328,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,5,0,pedestrian,0.074219,0.634766,0.148438,0.730469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1006,aachen_000065_000019,train,6,0,pedestrian,0.736328,0.601562,0.121094,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,0,0,pedestrian,0.126953,0.326172,0.066406,0.167969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,1,0,pedestrian,0.175781,0.320312,0.085938,0.203125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,2,0,pedestrian,0.878906,0.394531,0.164062,0.398438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,3,0,pedestrian,0.697266,0.367188,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,4,0,pedestrian,0.753906,0.380859,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,5,0,pedestrian,0.074219,0.519531,0.148438,0.960938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000065_000019_crop_1140,aachen_000065_000019,train,6,0,pedestrian,0.736328,0.371094,0.121094,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000066_000019_crop_1572,aachen_000066_000019,train,0,0,pedestrian,0.476562,0.572266,0.187500,0.457031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000066_000019_crop_1572,aachen_000066_000019,train,1,0,pedestrian,0.580078,0.587891,0.199219,0.480469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000066_000019_crop_1572,aachen_000066_000019,train,2,0,pedestrian,0.718750,0.529297,0.203125,0.496094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000066_000019_crop_1572,aachen_000066_000019,train,3,0,pedestrian,0.662109,0.554688,0.230469,0.562500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000066_000019_crop_1572,aachen_000066_000019,train,4,0,pedestrian,0.556641,0.394531,0.316406,0.210938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000069_000019_crop_2949,aachen_000069_000019,train,0,0,pedestrian,0.744141,0.583984,0.128906,0.316406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000069_000019_crop_2949,aachen_000069_000019,train,1,0,pedestrian,0.652344,0.580078,0.132812,0.324219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000069_000019_crop_2949,aachen_000069_000019,train,2,0,pedestrian,0.687500,0.574219,0.140625,0.343750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000069_000019_crop_2949,aachen_000069_000019,train,3,0,pedestrian,0.689453,0.570312,0.167969,0.312500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,0,0,pedestrian,0.554688,0.763672,0.101562,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,1,0,pedestrian,0.732422,0.748047,0.097656,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,2,0,pedestrian,0.466797,0.761719,0.121094,0.296875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,3,0,pedestrian,0.964844,0.750000,0.062500,0.156250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,4,0,pedestrian,0.992188,0.740234,0.015625,0.160156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,5,0,pedestrian,0.199219,0.775391,0.093750,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,6,0,pedestrian,0.261719,0.779297,0.093750,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,7,0,pedestrian,0.035156,0.787109,0.070312,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,8,0,pedestrian,0.009766,0.847656,0.019531,0.093750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,9,0,pedestrian,0.001953,0.900391,0.003906,0.003906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,10,0,pedestrian,0.054688,0.777344,0.078125,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,11,0,pedestrian,0.019531,0.699219,0.007812,0.007812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,12,0,pedestrian,0.292969,0.781250,0.062500,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_199,aachen_000070_000019,train,13,0,pedestrian,0.375000,0.787109,0.062500,0.261719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,0,0,pedestrian,0.796875,0.763672,0.101562,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,1,0,pedestrian,0.962891,0.748047,0.074219,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,2,0,pedestrian,0.708984,0.761719,0.121094,0.296875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,3,0,pedestrian,0.441406,0.775391,0.093750,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,4,0,pedestrian,0.503906,0.779297,0.093750,0.222656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,5,0,pedestrian,0.267578,0.787109,0.089844,0.214844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,6,0,pedestrian,0.248047,0.847656,0.027344,0.093750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,7,0,pedestrian,0.244141,0.900391,0.003906,0.003906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,8,0,pedestrian,0.296875,0.777344,0.078125,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,9,0,pedestrian,0.261719,0.699219,0.007812,0.007812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,10,0,pedestrian,0.535156,0.781250,0.062500,0.242188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000070_000019_crop_378,aachen_000070_000019,train,11,0,pedestrian,0.617188,0.787109,0.062500,0.261719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,0,0,pedestrian,0.267578,0.785156,0.097656,0.234375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,1,0,pedestrian,0.986328,0.703125,0.027344,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,2,0,pedestrian,0.052734,0.806641,0.105469,0.277344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,3,0,pedestrian,0.193359,0.773438,0.113281,0.273438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,4,0,pedestrian,0.158203,0.757812,0.152344,0.367188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,5,0,pedestrian,0.134766,0.775391,0.136719,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,6,0,pedestrian,0.365234,0.751953,0.136719,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,7,0,pedestrian,0.566406,0.724609,0.125000,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,8,0,pedestrian,0.531250,0.763672,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,9,0,pedestrian,0.777344,0.701172,0.125000,0.300781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,10,0,pedestrian,0.814453,0.701172,0.113281,0.269531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,11,0,pedestrian,0.740234,0.753906,0.175781,0.429688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,12,0,pedestrian,0.939453,0.714844,0.121094,0.445312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,13,0,pedestrian,0.878906,0.757812,0.164062,0.398438,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,14,0,pedestrian,0.125000,0.703125,0.156250,0.218750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000071_000019_crop_117,aachen_000071_000019,train,15,0,pedestrian,0.857422,0.650391,0.285156,0.292969,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
